"lfdn","duration","participant_device","v_99","v_101","v_100","v_11","v_12","v_13","v_14","v_15","v_16","v_103","v_104","v_105","v_106","v_107","v_108","v_109","v_110","v_111","v_113","v_114","v_126","v_112","v_115","v_116","v_117","v_118","v_119","v_120","v_121","v_122","v_123","v_124","v_127","v_133","v_65","v_18","v_19","v_20","v_21","v_22","v_23","v_24","v_25","v_26","v_27","v_28","v_29","v_66","v_67","v_68","v_69","v_70","v_71","v_37","v_38","v_39","v_40","v_41","v_42","v_43","v_72","v_45","v_81","v_82","v_83","v_84","v_85","v_86","v_87","v_88","v_89","v_90","v_91","v_92","v_93","v_94","v_95","v_62","v_63","v_60","v_61"
3182,415,1,2,4,1,1,2,1,2,2,1,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,5,5,1,1,5,5,4,4,4,3,3,1,2,3,3,1,1,1,2,2,2,1,2,1,1,4,1,1,4,2,4,NA,4,NA
3183,1022,2,1,5,16,1,NA,1,1,2,2,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,0,0,1,2,1,1,2,1,1,2,2,2,1,1,2,1,1,4,4,3,4,3,3,2,2,2,2,2,1,2,2,3,1,2,1,2,1,1,1,2,3,4,4,2,2,3,3,4,NA,4,NA
3184,646,0,1,6,1,1,1,1,1,2,3,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,1,0,0,NA,NA,NA,NA,NA,1,2,5,1,1,1,1,1,2,2,2,2,2,2,2,2,5,2,4,5,3,2,1,1,3,1,1,3,4,4,1,1,1,2,1,2,1,4,4,4,4,3,1,2,2,4,NA,5,NA
3185,214,0,2,3,6,1,2,1,2,2,2,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,5,5,1,1,5,5,4,4,4,4,4,4,4,4,4,2,2,2,2,2,2,2,4,4,4,4,4,4,4,4,6,NA,5,NA
3188,620,3,2,5,1,1,2,1,1,1,5,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,5,5,3,4,3,3,3,3,3,3,2,2,2,2,2,1,2,1,2,1,2,1,1,1,1,1,4,NA,4,NA
3189,1369,1,2,3,11,1,2,1,2,2,1,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,0,1,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,2,1,1,5,3,2,2,5,4,3,3,3,4,3,1,2,2,3,1,2,1,2,1,1,2,2,2,3,4,1,1,2,1,4,NA,3,NA
3190,177,0,2,4,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"ka",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,2,1,2,1,2,1,2,1,2,1,2,3,5,1,3,5,5,1,2,3,4,3,2,1,2,3,1,2,1,2,1,2,1,3,4,3,2,1,2,3,4,4,NA,4,NA
3191,524,0,1,7,8,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"kein kommentar",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,2,2,2,2,1,5,NA,2,3,4,4,3,2,3,3,2,2,2,3,3,1,1,1,2,1,1,1,4,4,4,4,2,3,3,3,4,NA,6,NA
3192,710,1,1,7,6,1,2,2,1,2,2,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,1,1,5,5,4,4,4,3,4,3,4,4,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,3,NA,4,NA
3193,872,0,1,6,2,1,1,1,2,2,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,2,2,1,1,2,2,1,3,5,1,4,5,5,2,4,4,2,1,1,1,1,2,2,2,2,1,1,2,2,3,4,2,4,4,2,1,4,4,NA,7,NA
3194,545,0,2,6,3,1,1,1,2,2,2,NA,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,2,NA,5,2,2,2,2,2,2,2,2,2,2,2,2,3,5,1,1,5,5,4,4,4,3,3,3,2,1,2,2,2,2,2,1,1,1,2,2,3,2,3,3,3,3,6,NA,9,NA
3195,1541,0,2,6,10,1,1,1,2,2,2,NA,1,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,3,1,1,1,1,1,2,1,2,2,2,2,1,3,5,1,3,4,4,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,3,3,3,3,3,5,NA,7,NA
3196,230,1,2,4,9,1,1,1,1,2,1,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,2,1,0,0,0,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,2,1,5,5,1,3,5,5,3,4,2,1,4,1,3,1,3,2,2,2,2,1,2,2,3,3,3,3,4,4,4,4,6,NA,7,NA
3197,NA,1,2,2,10,1,2,1,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,4,4,3,3,3,4,3,3,3,4,2,3,2,2,3,2,2,2,1,1,1,1,3,4,3,3,4,4,4,3,6,NA,3,NA
3198,291,1,1,4,2,1,2,1,1,1,1,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,5,5,3,4,4,2,2,3,3,2,3,2,2,2,2,2,2,2,1,2,2,2,2,2,3,3,6,NA,3,NA
3199,537,0,1,4,9,1,1,1,1,2,3,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,3,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,3,5,5,4,4,4,4,4,4,4,4,2,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,6,NA,10,NA
3200,755,1,1,5,10,1,2,1,1,1,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,4,5,1,5,5,5,4,4,3,4,4,3,4,4,1,2,NA,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
3201,546,0,2,5,7,1,1,1,1,2,2,NA,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,2,2,2,1,2,2,1,2,3,5,2,1,4,5,3,3,1,2,1,2,2,2,2,2,2,2,2,2,1,1,2,1,1,1,1,2,3,3,3,NA,3,NA
3202,785,1,2,5,8,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,1,1,1,1,5,4,2,4,3,4,3,3,3,2,2,1,2,2,3,1,2,2,2,1,1,1,2,2,2,2,2,2,2,2,4,NA,5,NA
3203,1065,1,2,4,16,1,2,1,2,2,2,NA,5,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,2,1,1,1,2,1,1,4,4,2,3,4,4,3,3,1,3,3,1,1,3,4,1,1,1,2,2,1,1,2,4,4,4,2,2,3,2,4,NA,5,NA
3204,256,2,2,4,8,1,2,1,1,2,2,NA,4,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,4,3,3,3,3,3,3,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,3,3,3,2,2,2,3,2,4,NA,4,NA
3205,763,0,1,5,3,1,2,1,1,1,2,NA,NA,NA,NA,NA,0,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,4,1,2,1,2,2,2,1,1,2,2,2,2,3,3,1,2,5,4,3,3,3,2,2,2,2,2,3,1,1,1,2,1,1,1,3,3,3,2,3,4,4,2,4,NA,4,NA
3206,324,1,1,5,3,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Belohnung zu gering",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,2,1,1,1,1,1,1,NA,1,1,1,1,1,5,4,2,3,3,4,3,3,3,2,2,3,3,3,4,2,2,NA,1,1,1,2,2,3,3,2,3,3,3,3,4,NA,5,NA
3207,1297,0,1,6,3,1,2,1,1,1,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,3,4,2,3,4,4,4,4,4,4,4,4,4,4,3,2,2,2,2,1,2,2,2,2,2,2,2,2,2,2,4,NA,4,NA
3208,541,1,1,5,10,1,1,1,1,2,2,NA,NA,5,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,2,1,1,1,1,1,1,1,2,2,1,1,1,1,4,3,3,3,3,3,2,2,2,4,3,2,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,NA,3,NA
3209,709,1,2,5,14,1,2,2,2,2,2,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,0,0,0,0,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,2,1,1,1,2,1,1,2,3,2,4,3,3,2,3,3,2,2,2,3,3,3,2,2,2,1,1,1,1,2,3,3,2,2,2,3,3,4,NA,4,NA
3211,1200,1,1,3,1,1,1,1,1,2,1,NA,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,3,1,4,4,4,3,3,3,2,2,2,2,2,4,1,1,1,2,1,1,1,3,3,3,3,2,2,3,3,5,NA,3,NA
3212,688,1,2,3,4,1,2,2,2,2,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,2,1,1,3,3,2,4,3,4,2,2,1,2,2,2,2,1,3,1,2,1,2,1,1,2,2,2,3,4,3,3,3,2,3,NA,4,NA
3213,583,0,1,6,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Datensicherheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,1,2,2,2,2,2,2,2,2,2,2,2,3,3,3,4,3,3,4,4,2,4,3,1,3,2,2,2,2,1,1,1,3,3,4,2,1,1,3,1,5,NA,4,NA
3214,943,3,2,3,11,1,2,1,1,2,2,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,1,1,1,0,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,2,2,5,3,2,2,4,4,3,3,4,3,2,3,3,NA,2,2,2,2,2,1,1,1,2,2,3,3,3,4,3,3,6,NA,10,NA
3215,410,0,1,6,10,1,2,1,2,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,1,2,1,1,5,5,1,3,5,5,3,3,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,5,NA,9,NA
3216,348,1,2,4,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,"Weil auf Handydaten zugegriffen werden soll",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,2,2,2,2,5,3,3,3,3,3,3,3,1,4,1,1,4,2,4,2,2,1,1,1,1,1,1,4,4,1,4,4,4,4,3,NA,3,NA
3217,868,0,2,4,10,1,2,1,1,2,2,NA,NA,NA,4,NA,NA,NA,NA,1,NA,NA,NA,NA,1,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,2,2,1,1,5,5,4,3,4,4,2,3,3,3,4,3,3,3,4,1,2,1,1,1,2,1,4,3,3,4,4,3,3,3,6,NA,9,NA
3218,649,0,1,7,3,1,2,1,2,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,2,1,1,1,2,2,1,2,1,1,1,2,2,3,4,2,2,4,3,2,4,4,2,3,2,2,1,3,1,2,2,1,1,1,1,2,2,2,2,1,2,2,3,5,NA,5,NA
3219,751,2,2,4,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,"Ich möchte nicht jeder App so viele Berechtigungen geben. Ich denke, dass die Bürger eh schon gläsern genug sind.  Mache mir Gedanken um meine Datensicherheit.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,2,2,2,2,1,1,2,2,2,4,4,1,3,5,5,3,3,3,4,2,3,2,1,3,2,2,2,2,1,1,1,4,4,3,2,3,3,4,3,7,"Techniker Schule",8,NA
3220,347,1,1,4,2,1,2,1,1,2,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,4,2,3,4,4,3,3,2,3,3,2,3,3,3,1,1,1,2,1,1,2,2,2,3,2,3,3,2,2,4,NA,4,NA
3222,514,0,2,7,10,1,2,1,1,1,2,NA,NA,NA,NA,5,NA,NA,NA,2,NA,1,"ich hätte bedenken wegen meiner daten",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,1,2,2,2,2,1,1,1,1,2,3,4,2,3,4,4,3,3,3,2,2,1,2,1,3,1,2,2,2,1,1,1,3,3,4,2,3,3,3,3,4,NA,4,NA
3223,439,0,2,5,13,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,4,NA,NA,NA,NA,"es werden schon genug daten von uns kunden gespeichert",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,3,2,2,1,1,2,2,2,2,2,2,2,2,5,4,1,2,3,4,2,NA,2,2,2,2,2,2,4,2,2,2,2,2,1,1,3,4,4,3,3,4,4,4,4,NA,5,NA
3224,676,1,2,3,1,1,1,1,1,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,5,5,1,2,4,4,3,4,4,3,3,4,3,2,3,2,1,2,1,1,2,1,2,2,3,2,3,1,2,2,5,NA,5,NA
3225,878,1,2,5,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Ich würde mich zu Beobachtet fühlen ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,4,3,2,4,4,4,3,3,2,2,2,3,2,2,2,1,2,2,2,1,1,1,2,3,3,2,2,2,3,3,6,NA,4,NA
3226,498,1,2,5,10,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,8,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,0,0,0,0,2,NA,1,1,1,1,1,1,1,1,1,2,1,1,1,5,4,2,3,4,4,3,3,2,3,3,4,3,2,3,2,2,2,2,1,2,2,2,1,3,3,1,2,3,1,5,NA,4,NA
3227,660,1,2,5,3,1,2,1,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,0,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,5,4,1,2,5,5,4,4,3,2,3,3,3,3,3,1,1,2,2,1,2,1,1,1,2,1,1,1,2,1,7,"13 Klasse Abitur gymnasium",10,NA
3228,283,0,1,5,13,1,2,1,1,2,1,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,1,1,1,1,2,1,1,3,4,2,3,4,3,2,3,3,2,2,3,3,2,3,2,2,2,1,1,2,2,1,1,2,1,1,3,2,2,6,NA,4,NA
3229,714,1,2,4,7,1,2,1,1,2,2,NA,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,2,0,0,0,0,0,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,2,2,1,4,5,1,2,4,5,3,3,3,2,3,2,3,2,3,1,2,2,2,1,1,2,1,1,2,3,1,2,1,1,4,NA,7,NA
3230,789,1,2,4,10,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,"Unsicherheit",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,4,4,1,4,5,4,3,4,4,2,2,2,3,1,3,2,1,2,2,1,1,2,3,3,4,2,3,3,3,3,6,NA,5,NA
3232,609,2,1,3,10,1,2,1,1,2,2,NA,NA,NA,NA,0,NA,NA,NA,1,NA,NA,NA,NA,1,1,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,4,1,4,5,5,3,4,4,2,2,1,1,2,3,1,2,2,1,1,1,1,1,2,2,2,3,1,3,3,6,NA,8,NA
3233,1224,3,1,5,10,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,1,1,1,1,1,NA,NA,NA,NA,NA,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,5,5,1,4,5,5,4,4,4,3,3,3,3,3,4,2,2,2,2,1,1,1,1,1,NA,1,1,1,1,1,4,NA,4,NA
3234,457,0,2,5,2,1,2,1,1,1,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,2,1,1,1,1,2,2,2,1,1,1,1,1,2,5,5,1,1,5,5,4,4,4,4,3,3,3,2,1,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,5,NA
3235,511,0,2,4,13,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,1,1,4,4,1,1,5,5,4,4,3,1,2,3,2,1,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
3236,288,1,2,5,10,1,2,2,1,1,2,NA,NA,NA,NA,NA,0,NA,NA,2,250,NA,"angst vor vuren",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,2,2,1,2,1,2,2,1,2,3,5,1,1,5,5,4,4,3,2,2,1,2,1,3,1,2,2,2,1,1,1,3,4,4,4,2,2,4,4,4,NA,4,NA
3237,525,0,1,6,10,1,2,1,1,1,2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,1,1,2,1,1,1,1,1,3,4,1,3,5,5,3,4,4,3,3,3,2,2,3,1,2,2,2,1,1,1,2,2,3,1,2,2,3,2,6,NA,9,NA
3238,595,0,2,6,15,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,"zu durchsichtig",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,5,2,2,1,1,2,2,2,2,2,2,2,2,1,5,2,2,4,4,3,3,3,3,3,3,3,3,4,2,2,2,2,2,2,1,3,4,4,4,3,2,3,2,4,NA,6,NA
3239,817,1,2,5,16,1,1,1,1,1,2,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,0,0,0,1,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,5,5,5,5,5,5,1,4,NA,3,2,4,3,2,4,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
3240,2153,1,2,4,9,1,2,1,1,2,2,0,NA,NA,NA,NA,NA,NA,NA,2,NA,1,"Will nicht dass jeder Schritt überwacht wird",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,1,1,1,1,1,2,1,2,1,2,2,2,1,5,3,2,4,4,3,1,2,2,1,1,2,2,1,4,2,2,1,1,1,1,1,2,3,3,3,3,4,4,2,6,NA,9,NA
3241,445,1,2,4,4,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,2,1,1,1,1,1,1,1,2,1,2,1,1,5,4,3,3,2,3,2,2,1,1,2,1,2,2,4,1,2,2,2,1,1,1,3,3,4,4,4,3,4,3,5,NA,4,NA
3242,400,0,1,4,13,1,2,1,2,2,2,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,1,5,5,3,3,3,3,3,3,2,2,2,2,2,2,2,2,2,2,1,1,1,1,1,1,1,1,4,NA,4,NA
3243,817,0,2,4,10,1,2,1,1,1,2,NA,NA,NA,2,NA,NA,NA,NA,2,NA,1,"nutze Smartphone nicht oft. gps ist immer aus bei mir, zu viele bewegungsDaten können ausgelesen werden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,4,1,1,1,2,2,2,2,1,2,2,2,2,3,4,2,2,4,4,2,2,3,2,2,3,2,2,2,2,2,2,2,1,1,1,3,3,4,2,2,3,4,3,4,NA,4,NA
3244,522,1,2,3,6,1,2,1,1,1,1,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,1,0,0,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,1,2,5,5,4,4,4,1,1,4,3,1,3,2,2,2,2,1,1,1,1,1,3,2,3,3,3,2,6,NA,4,NA
3245,543,0,1,6,7,1,2,1,1,1,2,NA,9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,0,1,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,3,5,1,4,5,5,3,4,3,3,3,3,3,2,3,2,2,2,1,1,1,1,2,2,2,2,3,3,4,4,7,"universität",11,NA
3246,909,1,2,3,6,1,2,1,2,2,1,NA,NA,NA,NA,NA,NA,5,NA,NA,NA,NA,"Ich habe 2 kleinenkimder und geh arbeiten also aus Zeitlichen gründen ",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,2,1,1,2,1,5,4,2,2,4,4,2,3,2,2,2,1,1,1,2,2,2,2,2,1,1,1,1,2,2,1,2,1,3,1,4,NA,4,NA
3247,1424,1,1,3,4,1,2,1,2,2,2,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,1,1,1,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,1,1,1,2,1,1,4,5,2,2,4,4,3,3,3,3,2,3,3,2,4,2,2,2,2,1,1,1,3,3,4,3,2,2,3,2,3,NA,4,NA
3248,500,1,1,2,9,1,2,1,2,2,2,NA,3,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,0,1,0,0,0,NA,NA,NA,NA,NA,2,NA,1,1,1,1,1,1,1,2,1,2,1,1,1,5,3,3,3,4,4,3,3,4,3,3,4,4,4,3,2,2,2,2,2,1,2,3,2,4,3,2,4,4,3,1,NA,2,NA
3249,239,2,1,3,10,1,2,1,1,1,1,NA,NA,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,0,1,2,NA,2,1,1,1,1,1,1,1,1,1,2,2,2,4,1,4,4,3,4,3,3,2,2,3,3,3,4,2,1,1,1,1,1,1,2,2,3,3,3,3,2,2,2,5,NA,7,NA
3250,949,1,2,3,10,1,2,1,1,2,5,NA,NA,4,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,1,1,1,2,1,1,1,1,1,1,1,2,1,2,2,1,1,5,4,1,3,4,4,2,3,2,2,1,1,1,2,3,1,2,2,1,1,1,1,3,3,4,2,3,2,4,2,6,NA,3,NA
3253,559,1,2,3,10,1,NA,1,1,1,2,NA,NA,NA,NA,NA,NA,9,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,0,1,0,1,1,2,NA,1,1,1,1,1,1,1,2,1,1,1,2,1,5,5,1,3,4,4,3,4,4,1,2,1,3,1,3,2,2,1,2,1,1,1,1,1,1,3,3,3,4,2,6,NA,11,NA
3254,1540,1,2,3,9,1,2,1,2,2,2,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,2,2,1,4,5,1,3,4,4,3,3,3,3,2,2,3,3,3,2,1,1,2,1,1,1,3,3,2,4,3,2,2,2,1,NA,2,NA
3255,176,1,1,4,2,1,1,1,1,1,2,NA,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,5,5,5,5,5,4,4,4,4,4,4,4,4,4,1,1,1,1,1,1,1,4,4,4,4,4,4,4,4,6,NA,11,NA
3256,775,1,2,3,1,1,2,1,1,1,2,NA,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,0,1,1,2,NA,1,1,1,1,1,2,1,1,1,1,1,1,1,5,4,2,2,4,4,2,2,2,2,2,2,2,2,3,2,2,2,2,1,1,1,2,2,3,2,2,2,3,2,4,NA,4,NA
3257,665,1,2,3,7,1,2,1,2,2,2,NA,NA,NA,NA,NA,6,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,0,1,1,0,1,2,NA,1,1,1,1,1,1,1,2,1,1,2,2,1,5,4,2,3,4,4,3,4,3,2,2,1,1,2,3,1,2,2,1,1,1,1,2,3,3,2,2,3,4,2,6,NA,1,NA
3258,459,3,1,3,3,1,2,1,1,2,2,NA,NA,NA,NA,NA,NA,NA,10,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,1,1,1,1,1,2,NA,1,1,1,1,1,1,2,2,1,1,1,1,1,5,4,2,3,3,4,3,3,3,3,2,3,3,3,3,2,2,2,2,2,1,2,1,1,1,3,3,4,4,4,5,NA,4,NA
